Package Name,Version,Official Link,Creator,Creator Profile Link,Description
concordance,5.0.4,https://www.npmjs.com/package/concordance,novemberborn,https://www.npmjs.com/~novemberborn,"Compare, format, diff and serialize any JavaScript value"
seek-bzip,2.0.0,https://www.npmjs.com/package/seek-bzip,cscott,https://www.npmjs.com/~cscott,a pure-JavaScript Node.JS module for random-access decoding bzip2 data
memory-fs,0.5.0,https://www.npmjs.com/package/memory-fs,sokra,https://www.npmjs.com/~sokra,A simple in-memory filesystem. Holds data in a javascript object.
sjcl,1.0.9,https://www.npmjs.com/package/sjcl,nilos,https://www.npmjs.com/~nilos,Stanford Javascript Crypto Library
blake3-wasm,3.0.0,https://www.npmjs.com/package/blake3-wasm,connor.peet,https://www.npmjs.com/~connor.peet,BLAKE3 hashing for JavaScript: WebAssembly bindings only
parse-srcset,1.0.2,https://www.npmjs.com/package/parse-srcset,albell,https://www.npmjs.com/~albell,A spec-conformant JavaScript parser for the HTML5 srcset attribute
@esbuild/linux-mips64el,0.28.0,https://www.npmjs.com/package/@esbuild/linux-mips64el,GitHub Actions,https://www.npmjs.com/~GitHub Actions,"The Linux MIPS 64-bit Little Endian binary for esbuild, a JavaScript bundler."
@types/javascript-state-machine,2.4.6,https://www.npmjs.com/package/@types/javascript-state-machine,types,https://www.npmjs.com/~types,TypeScript definitions for javascript-state-machine
isomorphic.js,0.2.5,https://www.npmjs.com/package/isomorphic.js,dmonad,https://www.npmjs.com/~dmonad,"Isomorphic JavaScript helper functions (performance, crpyto, ..)"
@amplitude/experiment-core,0.13.0,https://www.npmjs.com/package/@amplitude/experiment-core,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Amplitude Experiment evaluation JavaScript implementation.
object-hash,3.0.0,https://www.npmjs.com/package/object-hash,addaleax,https://www.npmjs.com/~addaleax,Generate hashes from javascript objects in node and the browser.
firebase,12.12.1,https://www.npmjs.com/package/firebase,google-wombot,https://www.npmjs.com/~google-wombot,Firebase JavaScript library for web and Node.js
speedometer,1.1.0,https://www.npmjs.com/package/speedometer,mafintosh,https://www.npmjs.com/~mafintosh,simple speed measurement in javascript
graphology,0.26.0,https://www.npmjs.com/package/graphology,yomguithereal,https://www.npmjs.com/~yomguithereal,A robust and multipurpose Graph object for JavaScript.
solid-js,1.9.12,https://www.npmjs.com/package/solid-js,ryansolid,https://www.npmjs.com/~ryansolid,A declarative JavaScript library for building user interfaces.
culori,4.0.2,https://www.npmjs.com/package/culori,danburzo,https://www.npmjs.com/~danburzo,A general-purpose color library for JavaScript
@solana-program/stake,0.6.0,https://www.npmjs.com/package/@solana-program/stake,joncinque,https://www.npmjs.com/~joncinque,JavaScript client for the Stake program
didi,11.0.0,https://www.npmjs.com/package/didi,nikku,https://www.npmjs.com/~nikku,Dependency Injection for JavaScript
ag-charts-community,13.2.1,https://www.npmjs.com/package/ag-charts-community,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Advanced Charting / Charts supporting Javascript / Typescript / React / Angular / Vue
@antfu/utils,9.3.0,https://www.npmjs.com/package/@antfu/utils,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Opinionated collection of common JavaScript / TypeScript utils by @antfu
common-js-file-extensions,1.0.4,https://www.npmjs.com/package/common-js-file-extensions,luislobo,https://www.npmjs.com/~luislobo,Common JavaScript File Extensions
syncpack,14.3.1,https://www.npmjs.com/package/syncpack,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Consistent dependency versions in large JavaScript Monorepos
@tensorflow/tfjs-converter,4.22.0,https://www.npmjs.com/package/@tensorflow/tfjs-converter,delhibabu,https://www.npmjs.com/~delhibabu,Tensorflow model converter for javascript
@nyariv/sandboxjs,0.9.5,https://www.npmjs.com/package/@nyariv/sandboxjs,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Javascript sandboxing library.
gifuct-js,2.1.2,https://www.npmjs.com/package/gifuct-js,matt-syntropy,https://www.npmjs.com/~matt-syntropy,Easy to use efficient .GIF parsing in javascript
tabulator-tables,6.4.0,https://www.npmjs.com/package/tabulator-tables,olifolkerd,https://www.npmjs.com/~olifolkerd,Interactive table generation JavaScript library
@esbuild/linux-ppc64,0.28.0,https://www.npmjs.com/package/@esbuild/linux-ppc64,GitHub Actions,https://www.npmjs.com/~GitHub Actions,"The Linux PowerPC 64-bit Little Endian binary for esbuild, a JavaScript bundler."
@cypress/webpack-preprocessor,7.1.0,https://www.npmjs.com/package/@cypress/webpack-preprocessor,cypress-npm-publisher,https://www.npmjs.com/~cypress-npm-publisher,Cypress preprocessor for bundling JavaScript via webpack
@testmo/testmo-api,2.5.0,https://www.npmjs.com/package/@testmo/testmo-api,abhandari-25,https://www.npmjs.com/~abhandari-25,Testmo REST API JavaScript binding
fundebug-javascript,2.8.8,https://www.npmjs.com/package/fundebug-javascript,fundebug,https://www.npmjs.com/~fundebug,monitor errors of javascript application
@wojtekmaj/enzyme-adapter-utils,0.2.0,https://www.npmjs.com/package/@wojtekmaj/enzyme-adapter-utils,wojtekmaj,https://www.npmjs.com/~wojtekmaj,JavaScript Testing utilities for React
@bugsnag/js,8.9.0,https://www.npmjs.com/package/@bugsnag/js,sb-priyankap,https://www.npmjs.com/~sb-priyankap,"Universal Javascript error reporting. Automatically detect JavaScript errors in the browser and Node.js, with plugins for React, Vue, Angular, Express, Restify and Koa."
nanotar,0.3.0,https://www.npmjs.com/package/nanotar,pi0,https://www.npmjs.com/~pi0,Tiny and fast Tar utils for any JavaScript runtime!
qrcode-generator,2.0.4,https://www.npmjs.com/package/qrcode-generator,kazuhikoarase,https://www.npmjs.com/~kazuhikoarase,QR Code Generator implementation in JavaScript.
ag-grid-community,35.2.1,https://www.npmjs.com/package/ag-grid-community,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Advanced Data Grid / Data Table supporting Javascript / Typescript / React / Angular / Vue
@lemonsqueezy/lemonsqueezy.js,4.0.0,https://www.npmjs.com/package/@lemonsqueezy/lemonsqueezy.js,brankoconjic,https://www.npmjs.com/~brankoconjic,The official Lemon Squeezy JavaScript SDK.
numeric,1.2.6,https://www.npmjs.com/package/numeric,Unknown,N/A,Numerical analysis in javascript
@fastly/js-compute,3.41.1,https://www.npmjs.com/package/@fastly/js-compute,GitHub Actions,https://www.npmjs.com/~GitHub Actions,JavaScript SDK and CLI for building JavaScript applications on [Fastly Compute](https://www.fastly.com/products/edge-compute/serverless).
@auth0/auth0-auth-js,1.6.0,https://www.npmjs.com/package/@auth0/auth0-auth-js,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Auth0 Authentication Client for JavaScript runtimes.
eslint-config-semistandard,17.0.0,https://www.npmjs.com/package/eslint-config-semistandard,voxpelli,https://www.npmjs.com/~voxpelli,JavaScript Semistandard Style - ESLint Shareable Config
unenv,1.10.0,https://www.npmjs.com/package/unenv,pi0,https://www.npmjs.com/~pi0,"`unenv` is a framework-agnostic system that allows converting JavaScript code to be platform agnostic and work in any environment including Browsers, Workers, Node.js, or JavaScript runtime."
javascript-astar,0.4.1,https://www.npmjs.com/package/javascript-astar,bgrins,https://www.npmjs.com/~bgrins,astar search algorithm in JavaScript
remeda,2.34.0,https://www.npmjs.com/package/remeda,GitHub Actions,https://www.npmjs.com/~GitHub Actions,A utility library for JavaScript and Typescript.
kinvey-js-sdk,8.0.0,https://www.npmjs.com/package/kinvey-js-sdk,tsakata1,https://www.npmjs.com/~tsakata1,Kinvey JavaScript SDK for JavaScript applications.
smartapi-javascript,1.0.27,https://www.npmjs.com/package/smartapi-javascript,ab-smartapi,https://www.npmjs.com/~ab-smartapi,"```bash npm i smartapi-javascript ```"
microcms-js-sdk,3.4.0,https://www.npmjs.com/package/microcms-js-sdk,GitHub Actions,https://www.npmjs.com/~GitHub Actions,JavaScript SDK Client for microCMS.
apg-js,4.4.0,https://www.npmjs.com/package/apg-js,ldthomas,https://www.npmjs.com/~ldthomas,"JavaScript APG, an ABNF Parser Generator"
howler,2.2.4,https://www.npmjs.com/package/howler,goldfire,https://www.npmjs.com/~goldfire,Javascript audio library for the modern web.
d3-cloud,1.2.9,https://www.npmjs.com/package/d3-cloud,jasondavies,https://www.npmjs.com/~jasondavies,Generate word clouds in JavaScript.
@solana/options,6.8.0,https://www.npmjs.com/package/@solana/options,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Managing and serializing Rust-like Option types in JavaScript
environment,1.1.0,https://www.npmjs.com/package/environment,sindresorhus,https://www.npmjs.com/~sindresorhus,"Check which JavaScript environment your code is running in at runtime: browser, Node.js, Bun, etc"
avro-js,1.12.1,https://www.npmjs.com/package/avro-js,opwvhk,https://www.npmjs.com/~opwvhk,JavaScript Avro implementation
@fal-ai/client,1.10.0,https://www.npmjs.com/package/@fal-ai/client,GitHub Actions,https://www.npmjs.com/~GitHub Actions,The fal.ai client for JavaScript and TypeScript
@petamoriken/float16,3.9.3,https://www.npmjs.com/package/@petamoriken/float16,GitHub Actions,https://www.npmjs.com/~GitHub Actions,IEEE 754 half-precision floating-point for JavaScript
mutative,1.3.0,https://www.npmjs.com/package/mutative,unadlib,https://www.npmjs.com/~unadlib,A JavaScript library for efficient immutable updates
@azure/storage-file-share,12.30.0,https://www.npmjs.com/package/@azure/storage-file-share,microsoft1es,https://www.npmjs.com/~microsoft1es,Microsoft Azure Storage SDK for JavaScript - File
replicator,1.0.5,https://www.npmjs.com/package/replicator,belym.a.2105,https://www.npmjs.com/~belym.a.2105,Advanced JavaScript objects serialization.
@descope/web-js-sdk,1.48.1,https://www.npmjs.com/package/@descope/web-js-sdk,omercnet,https://www.npmjs.com/~omercnet,Descope JavaScript web SDK
@pnpm/ramda,0.28.1,https://www.npmjs.com/package/@pnpm/ramda,zkochan,https://www.npmjs.com/~zkochan,A practical functional library for JavaScript programmers.
tv4,1.3.0,https://www.npmjs.com/package/tv4,geraintluff,https://www.npmjs.com/~geraintluff,A public domain JSON Schema validator for JavaScript
checkpoint-client,1.1.33,https://www.npmjs.com/package/checkpoint-client,prismabot,https://www.npmjs.com/~prismabot,javascript checkpoint client
probe.gl,3.6.0,https://www.npmjs.com/package/probe.gl,ibgreen,https://www.npmjs.com/~ibgreen,JavaScript console instrumentation for browser and Node
@aws-sdk/client-sso,3.1038.0,https://www.npmjs.com/package/@aws-sdk/client-sso,aws-sdk-bot,https://www.npmjs.com/~aws-sdk-bot,"AWS SDK for JavaScript Sso Client for Node.js, Browser and React Native"
simple-keyboard,3.8.136,https://www.npmjs.com/package/simple-keyboard,GitHub Actions,https://www.npmjs.com/~GitHub Actions,On-screen Javascript Virtual Keyboard
@rollup/plugin-swc,0.4.0,https://www.npmjs.com/package/@rollup/plugin-swc,shellscape,https://www.npmjs.com/~shellscape,Transpile JavaScript/TypeScript code with swc.
@axiomhq/js,1.6.0,https://www.npmjs.com/package/@axiomhq/js,GitHub Actions,https://www.npmjs.com/~GitHub Actions,The official javascript bindings for the Axiom API
@trezor/utxo-lib,2.5.0,https://www.npmjs.com/package/@trezor/utxo-lib,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Client-side Bitcoin-like JavaScript library
humanize,0.0.9,https://www.npmjs.com/package/humanize,taijin,https://www.npmjs.com/~taijin,Javascript string formatter for human readability
node-bitmap,0.0.1,https://www.npmjs.com/package/node-bitmap,nowelium,https://www.npmjs.com/~nowelium,pure javascript Bitmap library
javascript-autocomplete,1.0.5,https://www.npmjs.com/package/javascript-autocomplete,rascarlito,https://www.npmjs.com/~rascarlito,Pixabay JavaScript-autoComplete
hyparquet,1.25.6,https://www.npmjs.com/package/hyparquet,platypii,https://www.npmjs.com/~platypii,Parquet file parser for JavaScript
@openfga/sdk,0.9.5,https://www.npmjs.com/package/@openfga/sdk,GitHub Actions,https://www.npmjs.com/~GitHub Actions,JavaScript and Node.js SDK for OpenFGA
nwmatcher,1.4.4,https://www.npmjs.com/package/nwmatcher,diego,https://www.npmjs.com/~diego,A CSS3-compliant JavaScript selector engine.
vite-plugin-commonjs,0.10.4,https://www.npmjs.com/package/vite-plugin-commonjs,caoxie,https://www.npmjs.com/~caoxie,A pure JavaScript implementation of CommonJs
rx,4.1.0,https://www.npmjs.com/package/rx,mattpodwysocki,https://www.npmjs.com/~mattpodwysocki,Library for composing asynchronous and event-based operations in JavaScript
capability,0.2.5,https://www.npmjs.com/package/capability,inf3rno,https://www.npmjs.com/~inf3rno,capability.js - javascript environment capability detection
quickchart-js,3.1.3,https://www.npmjs.com/package/quickchart-js,ianw,https://www.npmjs.com/~ianw,Javascript client for QuickChart.io
airtable,0.12.2,https://www.npmjs.com/package/airtable,nabeelairtable,https://www.npmjs.com/~nabeelairtable,The official Airtable JavaScript library.
signalr,2.4.3,https://www.npmjs.com/package/signalr,brecon,https://www.npmjs.com/~brecon,Microsoft ASP.NET SignalR JavaScript Client
plotly.js,3.5.0,https://www.npmjs.com/package/plotly.js,packages-team-plotly,https://www.npmjs.com/~packages-team-plotly,The open source javascript graphing library that powers plotly
onnxruntime-web,1.24.3,https://www.npmjs.com/package/onnxruntime-web,onnxruntime,https://www.npmjs.com/~onnxruntime,A Javascript library for running ONNX models on browsers
replicate,1.4.0,https://www.npmjs.com/package/replicate,aron,https://www.npmjs.com/~aron,JavaScript client for Replicate
zlibjs,0.3.1,https://www.npmjs.com/package/zlibjs,imaya,https://www.npmjs.com/~imaya,"zlib, gzip and zip implementation in JavaScript"
@ngageoint/grid-js,2.1.0,https://www.npmjs.com/package/@ngageoint/grid-js,kgilland,https://www.npmjs.com/~kgilland,Grid Javascript
twilio-video,2.34.0,https://www.npmjs.com/package/twilio-video,twilio-video-npm,https://www.npmjs.com/~twilio-video-npm,Twilio Video JavaScript Library
delaunator,5.1.0,https://www.npmjs.com/package/delaunator,mourner,https://www.npmjs.com/~mourner,An incredibly fast JavaScript library for Delaunay triangulation of 2D points
error-polyfill,0.1.3,https://www.npmjs.com/package/error-polyfill,inf3rno,https://www.npmjs.com/~inf3rno,Javascript Error Polyfill
bun-types,1.3.13,https://www.npmjs.com/package/bun-types,jarred,https://www.npmjs.com/~jarred,"Type definitions and documentation for Bun, an incredibly fast JavaScript runtime"
@stytch/vanilla-js,6.0.7,https://www.npmjs.com/package/@stytch/vanilla-js,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Stytch's official Javascript Client Library
ecpair,3.0.1,https://www.npmjs.com/package/ecpair,jl.landabaso,https://www.npmjs.com/~jl.landabaso,Client-side Bitcoin JavaScript library ECPair
@bitgo-forks/bitcoinjs-lib,7.0.0-rc.7,https://www.npmjs.com/package/@bitgo-forks/bitcoinjs-lib,ericcrosson-bitgo,https://www.npmjs.com/~ericcrosson-bitgo,Client-side Bitcoin JavaScript library
buildkite-test-collector,1.9.5,https://www.npmjs.com/package/buildkite-test-collector,nprizal,https://www.npmjs.com/~nprizal,Buildkite Test Engine collectors for JavaScript test frameworks
velocityjs,2.1.5,https://www.npmjs.com/package/velocityjs,shepherdwind,https://www.npmjs.com/~shepherdwind,Velocity Template Language(VTL) for JavaScript
@amplitude/utils,1.10.2,https://www.npmjs.com/package/@amplitude/utils,sdk.dev,https://www.npmjs.com/~sdk.dev,Utility functions for the Amplitude JavaScript SDK
@evidence-dev/source-javascript,0.0.3,https://www.npmjs.com/package/@evidence-dev/source-javascript,mcrascal,https://www.npmjs.com/~mcrascal,This is a JavaScript source for Evidence. It allows you to run arbitrary JavaScript code as a data source. It's a quick way to get data into Evidence without having to create a new connector.
tinymce,8.4.0,https://www.npmjs.com/package/tinymce,tinymce,https://www.npmjs.com/~tinymce,Web based JavaScript HTML WYSIWYG editor control.
deps-regex,0.2.0,https://www.npmjs.com/package/deps-regex,mathieudutour,https://www.npmjs.com/~mathieudutour,Regular expression for matching javascript require/import statements.
unload,2.4.1,https://www.npmjs.com/package/unload,pubkey,https://www.npmjs.com/~pubkey,Execute code when the js-process exits. On all javascript-environments
over,0.0.5,https://www.npmjs.com/package/over,Unknown,N/A,JavaScript function overloading framework.
algoliasearch,5.51.0,https://www.npmjs.com/package/algoliasearch,GitHub Actions,https://www.npmjs.com/~GitHub Actions,A fully-featured and blazing-fast JavaScript API client to interact with Algolia API.
buffer-layout,1.2.2,https://www.npmjs.com/package/buffer-layout,pabigot,https://www.npmjs.com/~pabigot,Translation between JavaScript values and Buffers
sip.js,0.21.2,https://www.npmjs.com/package/sip.js,john-e-riordan,https://www.npmjs.com/~john-e-riordan,A SIP library for JavaScript
@googlemaps/js-api-loader,2.0.2,https://www.npmjs.com/package/@googlemaps/js-api-loader,google-wombot,https://www.npmjs.com/~google-wombot,Wrapper for the loading of Google Maps JavaScript API script in the browser
@ngageoint/mgrs-js,1.0.0,https://www.npmjs.com/package/@ngageoint/mgrs-js,kgilland,https://www.npmjs.com/~kgilland,MGRS Javascript
loglevel,1.9.2,https://www.npmjs.com/package/loglevel,pimterry,https://www.npmjs.com/~pimterry,"Minimal lightweight logging for JavaScript, adding reliable log level methods to any available console.log methods"
@fidm/x509,1.2.1,https://www.npmjs.com/package/@fidm/x509,zensh,https://www.npmjs.com/~zensh,Pure JavaScript X509 certificate tools for Node.js
@ibm/telemetry-js,1.11.0,https://www.npmjs.com/package/@ibm/telemetry-js,carbon-design-system,https://www.npmjs.com/~carbon-design-system,JavaScript telemetry tooling for open/inner source projects
injection-js,2.6.1,https://www.npmjs.com/package/injection-js,mgechev,https://www.npmjs.com/~mgechev,Dependency Injection library for JavaScript and TypeScript
spark-md5,3.0.2,https://www.npmjs.com/package/spark-md5,satazor,https://www.npmjs.com/~satazor,Lightning fast normal and incremental md5 for javascript
modern-tar,0.7.6,https://www.npmjs.com/package/modern-tar,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Zero dependency streaming tar parser and writer for JavaScript.
@shikijs/engine-javascript,4.0.2,https://www.npmjs.com/package/@shikijs/engine-javascript,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Engine for Shiki using JavaScript's native RegExp
@esbuild/linux-s390x,0.28.0,https://www.npmjs.com/package/@esbuild/linux-s390x,GitHub Actions,https://www.npmjs.com/~GitHub Actions,"The Linux IBM Z 64-bit Big Endian binary for esbuild, a JavaScript bundler."
@urbit/nockjs,1.6.0,https://www.npmjs.com/package/@urbit/nockjs,nocsyx-lassul,https://www.npmjs.com/~nocsyx-lassul,Javascript urbit runtime
@oxlint/binding-darwin-arm64,1.62.0,https://www.npmjs.com/package/@oxlint/binding-darwin-arm64,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Linter for the JavaScript Oxidation Compiler
chrono-node,2.9.0,https://www.npmjs.com/package/chrono-node,wanasit,https://www.npmjs.com/~wanasit,A natural language date parser in Javascript
@oxfmt/binding-linux-arm64-gnu,0.47.0,https://www.npmjs.com/package/@oxfmt/binding-linux-arm64-gnu,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Formatter for the JavaScript Oxidation Compiler
punycode,2.3.1,https://www.npmjs.com/package/punycode,google-wombot,https://www.npmjs.com/~google-wombot,"A robust Punycode converter that fully complies to RFC 3492 and RFC 5891, and works on nearly all JavaScript platforms."
gremlin,3.8.1,https://www.npmjs.com/package/gremlin,xiazcy,https://www.npmjs.com/~xiazcy,JavaScript Gremlin Language Variant
impit-linux-x64-gnu,0.13.1,https://www.npmjs.com/package/impit-linux-x64-gnu,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Impit for JavaScript
@poppinss/dumper,0.7.0,https://www.npmjs.com/package/@poppinss/dumper,virk,https://www.npmjs.com/~virk,Pretty print JavaScript data types in the terminal and the browser
rete,2.0.6,https://www.npmjs.com/package/rete,ni55an,https://www.npmjs.com/~ni55an,JavaScript framework
snappyjs,0.7.0,https://www.npmjs.com/package/snappyjs,zhipengjia,https://www.npmjs.com/~zhipengjia,JavaScript implementation of Google's Snappy compression library
radix3,1.1.2,https://www.npmjs.com/package/radix3,pi0,https://www.npmjs.com/~pi0,Lightweight and fast router for JavaScript based on Radix Tree
@ngageoint/color-js,2.1.0,https://www.npmjs.com/package/@ngageoint/color-js,kgilland,https://www.npmjs.com/~kgilland,Color Javascript
agora-rtm-sdk,2.2.4,https://www.npmjs.com/package/agora-rtm-sdk,jocelyn_0,https://www.npmjs.com/~jocelyn_0,JavaScript SDK for Agora RTM
datatables.net,2.3.8,https://www.npmjs.com/package/datatables.net,datatables,https://www.npmjs.com/~datatables,DataTables - The Javascript table library
@oxlint/binding-linux-arm64-gnu,1.62.0,https://www.npmjs.com/package/@oxlint/binding-linux-arm64-gnu,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Linter for the JavaScript Oxidation Compiler
grunt-babel,8.0.0,https://www.npmjs.com/package/grunt-babel,loganfsmyth,https://www.npmjs.com/~loganfsmyth,"Use next generation JavaScript, today"
js-sdsl,4.4.2,https://www.npmjs.com/package/js-sdsl,yaozilong,https://www.npmjs.com/~yaozilong,javascript standard data structure library which benchmark against C++ STL
sherif,1.11.1,https://www.npmjs.com/package/sherif,quiibz,https://www.npmjs.com/~quiibz,"Opinionated, zero-config linter for TypeScript & JavaScript monorepos"
node-fetch-native,1.6.7,https://www.npmjs.com/package/node-fetch-native,pi0,https://www.npmjs.com/~pi0,better fetch for Node.js. Works on any JavaScript runtime!
jstz,2.1.1,https://www.npmjs.com/package/jstz,iansinnott,https://www.npmjs.com/~iansinnott,Timezone detection for JavaScript
image-meta,0.2.2,https://www.npmjs.com/package/image-meta,pi0,https://www.npmjs.com/~pi0,Detect image type and size using pure javascript
@plotly/d3,3.8.2,https://www.npmjs.com/package/@plotly/d3,archmoj,https://www.npmjs.com/~archmoj,A JavaScript visualization library for HTML and SVG.
@bytecodealliance/jco,1.19.0,https://www.npmjs.com/package/@bytecodealliance/jco,GitHub Actions,https://www.npmjs.com/~GitHub Actions,JavaScript tooling for working with WebAssembly Components
@cantoo/pdf-lib,2.6.5,https://www.npmjs.com/package/@cantoo/pdf-lib,sharcoux,https://www.npmjs.com/~sharcoux,Create and modify PDF files with JavaScript
require-addon,1.2.0,https://www.npmjs.com/package/require-addon,kasperisager,https://www.npmjs.com/~kasperisager,Import native addons across JavaScript runtimes
kuromoji,0.1.2,https://www.npmjs.com/package/kuromoji,takuyaa,https://www.npmjs.com/~takuyaa,JavaScript implementation of Japanese morphological analyzer
@tensorflow/tfjs-data,4.22.0,https://www.npmjs.com/package/@tensorflow/tfjs-data,delhibabu,https://www.npmjs.com/~delhibabu,TensorFlow Data API in JavaScript
@xml-tools/parser,1.0.11,https://www.npmjs.com/package/@xml-tools/parser,oss_rima_bot,https://www.npmjs.com/~oss_rima_bot,XML Parser Implemented in JavaScript
utf8,3.0.0,https://www.npmjs.com/package/utf8,mathias,https://www.npmjs.com/~mathias,A well-tested UTF-8 encoder/decoder written in JavaScript.
uri-js,4.4.1,https://www.npmjs.com/package/uri-js,garycourt,https://www.npmjs.com/~garycourt,"An RFC 3986/3987 compliant, scheme extendable URI/IRI parsing/validating/resolving library for JavaScript."
@logtail/tools,0.5.8,https://www.npmjs.com/package/@logtail/tools,logtail,https://www.npmjs.com/~logtail,Better Stack JavaScript logging tools (formerly Logtail)
zeparser,0.0.7,https://www.npmjs.com/package/zeparser,felixge,https://www.npmjs.com/~felixge,My JavaScript parser
fibers,5.0.3,https://www.npmjs.com/package/fibers,laverdet,https://www.npmjs.com/~laverdet,Cooperative multi-tasking for Javascript
@mendable/firecrawl-js,4.20.0,https://www.npmjs.com/package/@mendable/firecrawl-js,hello_sideguide,https://www.npmjs.com/~hello_sideguide,JavaScript SDK for Firecrawl API
turbo,2.9.6,https://www.npmjs.com/package/turbo,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Turborepo is a high-performance build system for JavaScript and TypeScript codebases.
voca,1.4.1,https://www.npmjs.com/package/voca,panzerdp,https://www.npmjs.com/~panzerdp,The ultimate JavaScript string library
geotiff,3.0.5,https://www.npmjs.com/package/geotiff,constantinius,https://www.npmjs.com/~constantinius,GeoTIFF image decoding in JavaScript
wolfy87-eventemitter,5.2.9,https://www.npmjs.com/package/wolfy87-eventemitter,olical,https://www.npmjs.com/~olical,Event based JavaScript for the browser
mp4box,2.3.0,https://www.npmjs.com/package/mp4box,denizatgpac,https://www.npmjs.com/~denizatgpac,JavaScript version of GPAC's MP4Box tool
attr-accept,2.2.5,https://www.npmjs.com/package/attr-accept,rolandjitsu,https://www.npmjs.com/~rolandjitsu,"JavaScript implementation of the ""accept"" attribute for HTML5 <input type=""file"">"
@novu/js,3.16.0,https://www.npmjs.com/package/@novu/js,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Novu JavaScript SDK for <Inbox />
sherif-linux-x64,1.11.1,https://www.npmjs.com/package/sherif-linux-x64,quiibz,https://www.npmjs.com/~quiibz,"Opinionated, zero-config linter for TypeScript & JavaScript monorepos"
ag-charts-types,13.2.1,https://www.npmjs.com/package/ag-charts-types,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Advanced Charting / Charts supporting Javascript / Typescript / React / Angular / Vue
cst,0.4.10,https://www.npmjs.com/package/cst,markelog,https://www.npmjs.com/~markelog,JavaScript CST Implementation
flatqueue,3.0.0,https://www.npmjs.com/package/flatqueue,mourner,https://www.npmjs.com/~mourner,The smallest and simplest JavaScript priority queue
vega-time,3.1.0,https://www.npmjs.com/package/vega-time,lhermann,https://www.npmjs.com/~lhermann,JavaScript date/time utilities for Vega.
@splitsoftware/splitio-browserjs,1.7.0,https://www.npmjs.com/package/@splitsoftware/splitio-browserjs,ezamora.split,https://www.npmjs.com/~ezamora.split,Split SDK for JavaScript on Browser
stimulus,3.2.2,https://www.npmjs.com/package/stimulus,dhh,https://www.npmjs.com/~dhh,Stimulus JavaScript framework
fmix,1.0.0,https://www.npmjs.com/package/fmix,linusu,https://www.npmjs.com/~linusu,MurmurHash3 x86 finalization mix implemented in JavaScript.
constantinople,4.0.1,https://www.npmjs.com/package/constantinople,forbeslindesay,https://www.npmjs.com/~forbeslindesay,Determine whether a JavaScript expression evaluates to a constant
downloadjs,1.4.7,https://www.npmjs.com/package/downloadjs,rndme,https://www.npmjs.com/~rndme,file downloading using client-side javascript
mime-lite,1.0.3,https://www.npmjs.com/package/mime-lite,asaianudeep,https://www.npmjs.com/~asaianudeep,Standard mime types for JavaScript
@chamaeleonidae/chmln,1.0.1,https://www.npmjs.com/package/@chamaeleonidae/chmln,bnorton,https://www.npmjs.com/~bnorton,The official chameleon.io JavaScript client library
@lit-labs/signals,0.2.0,https://www.npmjs.com/package/@lit-labs/signals,GitHub Actions,https://www.npmjs.com/~GitHub Actions,JavaScript Signals proposal integration for Lit
unbuild,3.6.1,https://www.npmjs.com/package/unbuild,pi0,https://www.npmjs.com/~pi0,A unified JavaScript build system
nitropack,2.13.3,https://www.npmjs.com/package/nitropack,pi0,https://www.npmjs.com/~pi0,Build and Deploy Universal JavaScript Servers
is-lite,2.0.0,https://www.npmjs.com/package/is-lite,GitHub Actions,https://www.npmjs.com/~GitHub Actions,A tiny javascript type testing tool
framesync,6.1.2,https://www.npmjs.com/package/framesync,popmotion,https://www.npmjs.com/~popmotion,A frame-synced render loop for JavaScript
gleap,15.3.2,https://www.npmjs.com/package/gleap,boehlerlukas,https://www.npmjs.com/~boehlerlukas,![Gleap JavaScript SDK Intro](https://github.com/GleapSDK/JavaScript-SDK/blob/master/resources/banner.png?raw=true)
knip,6.7.0,https://www.npmjs.com/package/knip,webpro,https://www.npmjs.com/~webpro,"Find and fix unused dependencies, exports and files in your TypeScript and JavaScript projects"
paho-mqtt,1.1.0,https://www.npmjs.com/package/paho-mqtt,jpwsutton,https://www.npmjs.com/~jpwsutton,Eclipse Paho JavaScript MQTT client for Browsers
@aws-sdk/client-sts,3.1038.0,https://www.npmjs.com/package/@aws-sdk/client-sts,aws-sdk-bot,https://www.npmjs.com/~aws-sdk-bot,"AWS SDK for JavaScript Sts Client for Node.js, Browser and React Native"
